# ID	Type	RA	Decl	I	V	V_I	P_1	dP_1	T0_1	A_1	R21_1	phi21_1	R31_1	phi31_1	ID_OGLE_II	ID_OGLE_III	ID_OGLE_IV	ID_OTHER	REMARKS
OGLE-LMC-T2CEP-109	BLHer	05:22:12.82	-69:41:50.6	19.610	21.067	1.457	1.4145822	0.0000121	7001.30034	0.368	0.190	5.276	0.084	-99.99	-99.99	LMC103.3.117720	LMC503.02.100417	-99.99	
OGLE-LMC-T2CEP-110	WVir	05:22:19.48	-68:53:50.0	16.765	17.692	0.927	7.0790742	0.0001143	7002.08259	0.146	0.139	0.140	0.045	0.421	-99.99	LMC101.1.33073	LMC503.27.46571	-99.99	
OGLE-LMC-T2CEP-111	WVir	05:22:22.29	-70:52:46.9	16.576	17.461	0.885	7.4993849	0.0001569	7007.20098	0.143	0.145	0.300	0.005	-99.99	-99.99	LMC105.3.42490	LMC502.02.36976	-99.99	
OGLE-LMC-T2CEP-112	RVTau	05:22:58.36	-69:26:21.0	14.072	14.765	0.693	39.4884196	0.0144706	7035.63553	0.202	0.135	5.755	0.016	1.121	-99.99	LMC161.8.67145	LMC503.10.34113	LMV372 HV2479	
OGLE-LMC-T2CEP-113	BLHer	05:23:06.33	-69:32:20.6	17.057	18.559	1.502	3.0734825	0.0000560	7002.71736	0.111	0.120	3.821	0.095	3.242	-99.99	LMC161.8.18847	LMC503.10.637	-99.99	uncertain, secondary period 2.77054 d
OGLE-LMC-T2CEP-115	RVTau	05:23:43.53	-69:32:06.9	15.605	16.646	1.041	24.9636031	0.0015704	7018.34400	0.820	0.144	6.094	0.045	5.893	-99.99	LMC161.8.18770	LMC503.09.55719	-99.99	
OGLE-LMC-T2CEP-116	BLHer	05:23:55.89	-69:25:30.1	17.802	18.627	0.825	1.9666643	0.0000050	7000.44956	0.412	0.138	5.564	0.094	2.788	LMC_SC5_323141	LMC161.8.99922	LMC503.09.86147	-99.99	
OGLE-LMC-T2CEP-117	WVir	05:24:41.50	-71:06:44.7	16.653	17.552	0.899	6.6323412	0.0001764	7000.24022	0.081	0.071	6.231	0.005	-99.99	-99.99	LMC164.7.11579	LMC502.01.21346	-99.99	
OGLE-LMC-T2CEP-118	WVir	05:25:15.05	-68:09:11.7	16.091	17.047	0.956	12.7040686	0.0001194	7002.65299	0.792	0.142	0.420	0.097	2.883	-99.99	LMC159.2.112	LMC504.08.25391	-99.99	
OGLE-LMC-T2CEP-119	RVTau	05:25:19.49	-70:54:09.9	14.414	15.325	0.911	34.5948938	0.0060199	7016.07901	0.603	0.186	6.018	0.075	5.549	-99.99	LMC164.6.43099	LMC502.01.16086	HV5829	
OGLE-LMC-T2CEP-120	WVir	05:25:29.55	-68:48:11.9	17.028	17.882	0.854	4.5592679	0.0000223	7002.73661	0.376	0.253	5.686	0.098	5.207	-99.99	LMC160.2.120	LMC517.16.17374	-99.99	
OGLE-LMC-T2CEP-121	BLHer	05:25:42.78	-70:20:46.1	17.710	18.438	0.728	2.0614148	0.0000030	7000.24980	0.438	0.160	5.475	0.088	3.223	-99.99	LMC163.6.90184	LMC502.17.58386	-99.99	
OGLE-LMC-T2CEP-122	BLHer	05:25:48.20	-68:29:11.4	18.245	19.027	0.782	1.5385167	0.0000034	7000.19570	0.406	0.158	5.219	0.184	1.725	-99.99	LMC160.4.316	LMC517.25.11168	-99.99	
OGLE-LMC-T2CEP-123	BLHer	05:26:19.25	-70:15:34.7	18.190	18.674	0.484	1.0026320	0.0000026	7000.98860	0.606	0.319	4.725	0.136	2.808	-99.99	LMC163.4.1235	LMC502.17.70753	-99.99	
OGLE-LMC-T2CEP-124	BLHer	05:26:55.80	-68:51:53.9	17.868	18.590	0.722	1.7348849	0.0000030	7001.00729	0.443	0.191	5.162	0.191	2.086	-99.99	LMC160.1.42038	LMC517.15.36779	-99.99	
OGLE-LMC-T2CEP-125	RVTau	05:27:39.18	-71:47:57.1	14.953	15.944	0.991	33.0889165	0.0035912	7017.74823	0.707	0.212	5.998	0.125	5.491	-99.99	LMC165.1.24098	LMC501.08.12757	-99.99	
OGLE-LMC-T2CEP-126	WVir	05:27:53.42	-70:51:30.9	16.209	17.397	1.188	16.3272237	0.0002613	7001.27418	0.836	0.049	0.677	0.069	2.825	-99.99	LMC164.4.6903	LMC515.24.39273	-99.99	
OGLE-LMC-T2CEP-127	WVir	05:27:59.80	-69:23:27.5	16.116	17.023	0.907	12.7426893	0.0003085	7003.14604	0.397	0.127	1.917	0.074	2.645	LMC_SC3_108113	LMC161.2.25763	LMC516.32.21453	-99.99	
OGLE-LMC-T2CEP-128	WVir	05:28:43.81	-70:14:02.4	15.559	-99.99	-99.99	18.4873912	0.0144112	7010.30323	0.828	0.029	4.766	0.045	2.795	-99.99	LMC163.4.52111	LMC516.14.747D	-99.99	
OGLE-LMC-T2CEP-129	RVTau	05:28:54.60	-69:52:41.1	14.113	14.826	0.713	40.4587537	0.0208870	7006.70482	0.127	0.217	5.743	0.070	2.962	-99.99	LMC162.2.136567	LMC516.23.54099	LMV960 HV5868	
OGLE-LMC-T2CEP-130	BLHer	05:29:04.23	-70:41:37.9	17.555	18.070	0.515	1.9446423	0.0000035	7000.14241	0.731	0.393	4.944	0.250	2.743	-99.99	LMC163.1.28980	LMC515.31.40081	-99.99	
OGLE-LMC-T2CEP-131	BLHer	05:29:05.17	-68:30:30.9	18.204	18.930	0.726	1.4134904	0.0000034	7000.94038	0.456	0.211	4.763	0.082	6.179	-99.99	LMC167.6.22649	LMC517.23.9765	-99.99	
OGLE-LMC-T2CEP-132	pWVir	05:29:08.23	-69:56:04.3	15.818	16.579	0.761	10.0073193	0.0002484	7008.80384	0.125	0.073	4.451	0.005	-99.99	LMC_SC3_266664	LMC169.7.185	LMC516.14.105139	-99.99	
OGLE-LMC-T2CEP-133	WVir	05:29:23.48	-70:24:28.6	16.661	17.521	0.860	6.2837082	0.0001354	7005.66313	0.093	0.096	0.064	0.000	-99.99	-99.99	LMC163.3.42104	LMC516.06.8786	-99.99	
OGLE-LMC-T2CEP-134	pWVir	05:29:28.49	-69:48:00.4	16.274	16.833	0.559	4.0751386	0.0000211	7000.10885	0.587	0.339	5.136	0.176	4.215	LMC_SC3_290130	LMC169.6.295	LMC516.23.13287	-99.99	variable amplitude
OGLE-LMC-T2CEP-135	RVTau	05:29:38.50	-69:15:12.3	15.232	16.063	0.831	26.4805753	0.0011149	7026.30819	0.949	0.041	0.146	0.048	2.390	-99.99	LMC168.7.61585	LMC517.05.33859	-99.99	
OGLE-LMC-T2CEP-136	BLHer	05:29:48.10	-69:35:32.0	17.780	18.127	0.347	1.3230875	0.0000017	7000.86433	0.532	0.230	4.389	0.101	4.969	-99.99	LMC169.5.84583	LMC516.31.403	-99.99	
OGLE-LMC-T2CEP-137	WVir	05:30:03.55	-69:38:02.8	16.739	17.635	0.896	6.3625714	0.0001498	7000.51333	0.128	0.107	6.237	0.000	-99.99	-99.99	LMC169.5.17594	LMC516.23.43447	-99.99	
OGLE-LMC-T2CEP-138	BLHer	05:30:10.86	-68:49:17.1	18.088	18.816	0.728	1.3936059	0.0000025	7000.52363	0.477	0.219	4.776	0.075	5.872	-99.99	LMC167.8.51132	LMC517.13.42554	-99.99	
OGLE-LMC-T2CEP-139	WVir	05:30:22.57	-69:09:12.1	15.970	16.987	1.017	14.7972970	0.0007729	7007.27095	0.504	0.091	1.857	0.049	2.517	-99.99	LMC168.6.64199	LMC517.05.53091	-99.99	
OGLE-LMC-T2CEP-140	BLHer	05:30:22.71	-69:15:38.6	17.730	18.489	0.759	1.8411806	0.0000040	7001.53958	0.300	0.090	4.026	0.207	2.262	-99.99	LMC168.7.73740	LMC517.05.34762	-99.99	
OGLE-LMC-T2CEP-141	BLHer	05:30:23.32	-71:39:00.6	17.961	18.738	0.777	1.8229548	0.0000028	7000.96476	0.449	0.162	5.395	0.130	2.693	-99.99	LMC172.7.28618	LMC515.06.5963	-99.99	
OGLE-LMC-T2CEP-142	BLHer	05:30:34.91	-68:06:15.3	17.658	18.669	1.011	1.7607551	0.0000051	7000.29626	0.277	0.067	4.662	0.204	2.218	-99.99	LMC166.7.20097	LMC517.30.9695	-99.99	
OGLE-LMC-T2CEP-143	WVir	05:31:09.75	-69:15:48.9	15.796	16.695	0.899	14.5667400	0.0002101	7000.10459	0.938	0.155	0.346	0.062	2.581	-99.99	LMC168.7.73446	LMC517.05.135	-99.99	
OGLE-LMC-T2CEP-144	BLHer	05:31:19.82	-68:51:54.8	17.743	-99.99	-99.99	1.9374691	0.0000035	7000.49826	0.489	0.170	5.555	0.102	3.016	-99.99	LMC167.8.59384	LMC517.12.31696	-99.99	
OGLE-LMC-T2CEP-145	BLHer	05:31:46.43	-68:58:44.0	16.729	17.202	0.473	3.3367585	0.0000181	7002.70681	0.173	0.264	4.957	0.054	3.249	-99.99	LMC168.5.70191	LMC517.12.25342	-99.99	
OGLE-LMC-T2CEP-146	WVir	05:31:48.02	-68:49:12.0	16.405	17.382	0.977	10.0851560	0.0001607	7003.61291	0.243	0.149	1.368	0.056	1.689	-99.99	LMC167.1.26246	LMC517.12.38643	-99.99	
OGLE-LMC-T2CEP-147	RVTau	05:31:51.01	-69:11:46.3	13.688	14.353	0.665	46.6678676	0.0139836	7029.68870	0.251	0.030	3.354	0.061	1.080	-99.99	LMC168.6.32838	LMC517.04.40942	LMV504 HV2635	
OGLE-LMC-T2CEP-148	BLHer	05:31:52.26	-69:30:26.4	17.485	18.209	0.724	2.6717655	0.0000037	7002.25251	0.562	0.236	5.501	0.126	4.297	LMC_SC2_310497	LMC168.8.40656	LMC516.30.9604	-99.99	
OGLE-LMC-T2CEP-149	RVTau	05:32:54.46	-69:35:13.2	14.199	14.872	0.673	42.7440117	0.0150549	7026.56797	0.097	0.306	5.420	0.099	2.270	-99.99	LMC169.4.50638	LMC516.29.3	-99.99	
OGLE-LMC-T2CEP-151	WVir	05:34:35.73	-69:59:14.9	16.521	17.424	0.903	7.8886613	0.0001313	7003.01047	0.154	0.154	0.507	0.032	1.161	-99.99	LMC169.2.39278	LMC516.11.88830	-99.99	
OGLE-LMC-T2CEP-152	WVir	05:34:37.57	-70:01:08.5	16.377	17.340	0.963	9.3097552	0.0002193	7009.29356	0.445	0.136	6.016	0.057	0.512	-99.99	LMC169.1.98952	LMC516.11.74196	-99.99	
OGLE-LMC-T2CEP-153	BLHer	05:34:45.06	-71:08:59.9	16.575	16.642	0.067	1.1751696	0.0000141	7000.01243	0.120	0.289	4.984	0.144	3.366	-99.99	LMC171.2.7699	LMC515.20.574D	-99.99	
OGLE-LMC-T2CEP-154	pWVir	05:35:17.89	-70:54:57.2	15.281	15.780	0.499	7.5750334	0.0001349	7000.22051	0.141	0.170	5.648	0.040	4.798	-99.99	LMC171.3.53717	LMC515.20.49581	-99.99	
OGLE-LMC-T2CEP-155	WVir	05:35:28.78	-70:47:44.1	16.891	17.646	0.755	6.8944173	0.0001778	7006.19112	0.143	0.120	0.188	0.001	-99.99	-99.99	LMC171.4.19217	LMC515.28.33066	-99.99	
OGLE-LMC-T2CEP-156	WVir	05:36:01.53	-71:00:11.2	15.956	16.968	1.012	15.3719678	0.0001701	7012.40118	0.867	0.086	0.776	0.084	2.886	-99.99	LMC171.3.27641	LMC515.20.6141	-99.99	
OGLE-LMC-T2CEP-157	WVir	05:36:02.60	-69:27:16.0	16.031	17.050	1.019	14.3363790	0.0003946	7013.02818	0.749	0.127	1.172	0.112	2.181	-99.99	LMC175.8.52054	LMC516.27.38757	-99.99	
OGLE-LMC-T2CEP-158	WVir	05:36:08.74	-68:24:00.0	16.688	17.585	0.897	7.1385220	0.0001126	7001.47789	0.133	0.132	0.066	0.000	-99.99	-99.99	LMC174.5.288	LMC517.19.17135	-99.99	
OGLE-LMC-T2CEP-159	WVir	05:36:42.14	-69:31:11.8	16.824	17.758	0.934	6.6309647	0.0002454	7006.27654	0.050	0.093	5.927	0.000	-99.99	-99.99	LMC175.8.11378	LMC516.27.6839	-99.99	uncertain
OGLE-LMC-T2CEP-160	BLHer	05:37:13.66	-70:50:55.2	17.768	-99.99	-99.99	1.7567916	0.0000086	7000.26044	0.557	0.308	4.851	0.215	2.318	-99.99	LMC178.5.495	LMC515.19.6480D	-99.99	
OGLE-LMC-T2CEP-161	WVir	05:37:44.39	-71:11:45.4	15.989	17.061	1.072	8.5372564	0.0001793	7002.27876	0.091	0.138	0.715	0.000	-99.99	-99.99	LMC178.8.34938	LMC515.10.20972	-99.99	
OGLE-LMC-T2CEP-162	RVTau	05:37:44.95	-69:54:16.5	15.145	16.255	1.110	30.4278953	0.0024918	7021.08623	0.812	0.188	5.922	0.059	5.632	-99.99	LMC176.7.71062	LMC516.18.28902	CV474	
OGLE-LMC-T2CEP-163	BLHer	05:37:53.48	-68:20:54.9	17.701	18.362	0.661	1.6936982	0.0000023	7000.59681	0.382	0.145	5.258	0.183	2.306	-99.99	LMC173.1.624	LMC554.16.670	-99.99	
OGLE-LMC-T2CEP-165	BLHer	05:38:15.28	-69:28:57.1	18.790	19.717	0.927	1.2406850	0.0000027	7000.63977	0.612	0.281	4.347	0.114	4.167	-99.99	LMC175.8.33878	LMC516.26.4441	-99.99	
OGLE-LMC-T2CEP-166	BLHer	05:38:29.10	-69:45:06.3	16.917	17.709	0.792	2.1105563	0.0000033	7000.32068	0.276	0.144	5.287	0.118	2.895	-99.99	LMC176.6.66816	LMC516.18.15957	-99.99	
OGLE-LMC-T2CEP-167	BLHer	05:39:02.54	-69:37:38.5	17.759	18.618	0.859	2.3118702	0.0000043	7000.30919	0.534	0.207	5.380	0.089	3.892	-99.99	LMC176.4.273	LMC516.18.23554	-99.99	
OGLE-LMC-T2CEP-168	WVir	05:39:09.07	-68:19:30.0	15.793	16.746	0.953	15.6928643	0.0002635	7008.65964	0.763	0.068	1.661	0.084	2.578	-99.99	LMC173.1.14300	LMC554.15.124	-99.99	
OGLE-LMC-T2CEP-169	RVTau	05:39:32.81	-71:21:54.3	14.728	15.646	0.918	31.0817796	0.0028016	7011.47819	0.749	0.207	6.066	0.104	5.517	-99.99	LMC179.5.32048	LMC515.09.32368	HV12631	
OGLE-LMC-T2CEP-170	WVir	05:39:38.12	-68:48:25.0	16.671	17.703	1.032	7.6734581	0.0001684	7004.08090	0.149	0.133	0.381	0.000	-99.99	-99.99	LMC174.2.623	LMC517.08.8766	-99.99	
OGLE-LMC-T2CEP-171	BLHer	05:39:40.96	-69:58:01.3	17.826	18.524	0.698	1.5549225	0.0000039	7000.52222	0.278	0.056	2.397	0.192	1.606	LMC_SC17_231021	LMC176.2.592	LMC516.08.56985	-99.99	
OGLE-LMC-T2CEP-172	WVir	05:39:44.42	-70:08:21.8	16.383	17.486	1.103	11.2345552	0.0001792	7008.17662	0.291	0.125	1.665	0.061	2.226	LMC_SC17_221134	LMC177.4.49125	LMC516.08.37980	-99.99	
OGLE-LMC-T2CEP-173	WVir	05:39:49.93	-69:50:52.9	18.475	20.187	1.712	4.1469897	0.0000232	7000.11462	0.526	0.389	5.497	0.175	4.384	LMC_SC17_237748	LMC176.2.39112	LMC516.17.26491	-99.99	
OGLE-LMC-T2CEP-174	RVTau	05:40:00.50	-69:42:14.7	13.703	14.467	0.764	47.0358922	0.0207078	7027.69756	0.216	0.117	1.070	0.067	0.690	-99.99	LMC176.3.38008	LMC516.17.38363	LMV621 HV2764	
OGLE-LMC-T2CEP-175	WVir	05:40:03.86	-68:33:09.8	16.366	-99.99	-99.99	9.3337390	0.0003964	7008.17944	0.134	0.151	0.988	0.003	-99.99	-99.99	LMC174.3.20509	LMC554.06.265	-99.99	
OGLE-LMC-T2CEP-176	WVir	05:40:09.87	-68:02:05.7	16.441	17.331	0.890	7.9902647	0.0001405	7005.16467	0.156	0.157	0.492	0.044	1.115	-99.99	LMC173.3.13562	LMC554.23.269	-99.99	
OGLE-LMC-T2CEP-177	WVir	05:40:36.55	-69:13:04.4	16.144	17.291	1.147	15.0343701	0.0001989	7006.44178	0.803	0.105	1.191	0.104	2.514	-99.99	LMC175.3.9979	LMC553.24.5201	-99.99	
OGLE-LMC-T2CEP-178	WVir	05:42:19.01	-70:24:08.0	16.321	17.386	1.065	12.1852578	0.0005420	7005.54685	0.264	0.111	2.201	0.073	2.736	LMC_SC18_185847	LMC177.3.39980	LMC552.24.7453	-99.99	
OGLE-LMC-T2CEP-179	WVir	05:43:04.02	-70:01:33.6	16.743	17.816	1.073	8.0515583	0.0001621	7000.83060	0.145	0.140	0.524	0.002	-99.99	-99.99	LMC184.8.990	LMC552.31.49168	-99.99	
OGLE-LMC-T2CEP-180	RVTau	05:43:12.86	-68:33:57.2	14.482	15.278	0.796	30.8160712	0.0025070	7026.39150	0.452	0.298	5.901	0.141	4.678	-99.99	LMC182.6.23541	LMC554.05.47	-99.99	
OGLE-LMC-T2CEP-181	pWVir	05:43:37.42	-70:38:04.9	16.200	16.983	0.783	7.1968153	0.0002321	7000.99856	0.133	0.060	3.959	0.032	4.105	LMC_SC19_74281	LMC185.8.44861	LMC552.14.17744	-99.99	
OGLE-LMC-T2CEP-182	WVir	05:43:46.89	-70:42:36.5	16.317	17.220	0.903	8.2358185	0.0004253	7004.40485	0.447	0.187	5.705	0.054	5.232	-99.99	LMC185.8.11623	LMC552.14.8055	-99.99	
OGLE-LMC-T2CEP-183	WVir	05:44:32.99	-69:48:21.8	17.311	18.596	1.285	6.5082862	0.0001627	7006.06149	0.123	0.103	6.109	0.000	-99.99	-99.99	LMC184.6.39328	LMC553.05.6381	-99.99	
OGLE-LMC-T2CEP-184	WVir	05:45:00.19	-69:36:21.7	16.394	17.698	1.304	14.8243837	0.0014241	7012.75105	0.618	0.033	1.215	0.049	2.467	-99.99	LMC184.5.35563	LMC553.12.1155D	-99.99	
OGLE-LMC-T2CEP-185	WVir	05:45:13.73	-69:51:38.8	14.532	15.703	1.171	12.6956575	0.0002047	7002.09605	0.141	0.163	2.570	0.170	1.928	-99.99	LMC184.7.43248	LMC553.04.19998	-99.99	
OGLE-LMC-T2CEP-186	WVir	05:45:15.22	-68:48:52.4	15.872	16.952	1.080	16.3767384	0.0004023	7008.30677	0.781	0.045	1.011	0.069	2.774	-99.99	LMC182.1.205	LMC553.29.21134	-99.99	
OGLE-LMC-T2CEP-187	BLHer	05:46:01.75	-69:45:29.7	17.728	18.582	0.854	2.4045326	0.0000030	7002.19488	0.733	0.359	5.059	0.212	3.415	-99.99	LMC184.3.452	LMC553.04.11388	-99.99	
OGLE-LMC-T2CEP-188	BLHer	05:46:14.49	-69:59:05.9	18.003	19.065	1.062	1.0493152	0.0000072	7000.18262	0.583	0.349	4.629	0.122	2.567	-99.99	LMC184.2.1570	LMC552.29.5474D	-99.99	
OGLE-LMC-T2CEP-189	BLHer	05:47:40.05	-68:50:11.6	18.065	18.664	0.599	1.3076796	0.0000024	7000.42124	0.599	0.266	4.436	0.044	4.531	-99.99	LMC189.8.467	LMC553.28.3221	-99.99	
OGLE-LMC-T2CEP-190	RVTau	05:50:20.47	-69:30:54.7	14.295	15.250	0.955	37.9292309	0.0107753	7021.31016	0.316	0.268	5.643	0.052	4.662	-99.99	LMC190.8.16276	LMC553.09.18570	HV6070	
OGLE-LMC-T2CEP-191	RVTau	05:51:22.54	-69:53:51.4	14.165	14.985	0.820	34.5653937	0.0062606	7030.63704	0.524	0.255	5.858	0.125	4.995	-99.99	LMC191.7.21922	LMC553.01.5	HV2862	
OGLE-LMC-T2CEP-192	RVTau	05:53:55.69	-70:17:11.4	15.248	16.155	0.907	26.1783394	0.0020904	7024.90293	0.858	0.143	6.080	0.054	6.129	-99.99	LMC192.3.45	LMC560.07.11642	-99.99	
OGLE-LMC-T2CEP-193	WVir	05:55:16.51	-71:50:32.6	16.591	17.535	0.944	7.0017690	0.0001005	7001.09830	0.165	0.162	0.146	0.030	-99.99	-99.99	LMC194.8.5399	LMC551.09.5898	-99.99	
OGLE-LMC-T2CEP-194	BLHer	05:57:12.03	-72:17:13.3	17.906	18.481	0.575	1.3144986	0.0000015	7001.16189	0.643	0.285	4.333	0.069	4.589	-99.99	LMC195.2.499	LMC558.25.237	-99.99	
OGLE-LMC-T2CEP-195	BLHer	06:02:46.27	-72:12:47.1	17.334	18.133	0.799	2.7529384	0.0000064	7001.77039	0.602	0.259	5.326	0.129	4.053	-99.99	LMC202.7.4975	LMC558.22.4213	-99.99	
OGLE-LMC-T2CEP-196	WVir	06:12:24.88	-70:55:24.3	15.635	16.585	0.950	14.9744872	0.0002130	7005.64733	0.901	0.116	0.634	0.078	2.818	-99.99	LMC215.6.68	LMC567.05.5227	-99.99	
OGLE-LMC-T2CEP-197	BLHer	06:14:19.28	-69:50:44.3	17.895	18.502	0.607	1.2241348	0.0000014	7001.14837	0.591	0.285	4.942	0.157	3.474	-99.99	LMC213.2.3423	LMC568.02.548	-99.99	in globular cluster Hodge 11
OGLE-LMC-T2CEP-198	RVTau	04:39:35.26	-69:33:29.0	15.304	16.512	1.208	38.5236801	0.0063073	7010.94496	0.695	0.069	6.193	0.011	4.016	-99.99	LMC150.4.35	LMC538.28.32	-99.99	
OGLE-LMC-T2CEP-199	RVTau	05:04:44.83	-68:58:31.8	13.629	13.847	0.218	37.2402308	0.0166836	7002.08098	0.107	0.139	6.060	0.089	2.938	-99.99	LMC119.5.79718	LMC510.13.7	HV5566	
OGLE-LMC-T2CEP-200	RVTau	05:13:56.44	-69:31:58.3	14.979	16.360	1.381	34.8623009	0.0113791	7025.13223	0.389	0.274	5.020	0.175	4.740	-99.99	LMC111.1.9875	LMC503.15.12684	-99.99	RVb star (P_long = 850 d)
OGLE-LMC-T2CEP-201	pWVir	05:15:12.67	-69:13:08.0	14.630	15.120	0.490	11.0119303	0.0006366	7007.32128	0.083	0.069	5.189	0.003	-99.99	-99.99	LMC111.3.36897	LMC503.23.75381	-99.99	
OGLE-LMC-T2CEP-203	RVTau	05:22:33.79	-69:38:08.5	15.393	16.733	1.340	37.3398912	0.0082959	7027.29845	0.262	0.319	0.680	0.087	0.080	-99.99	LMC162.5.63	LMC503.02.110154	-99.99	
OGLE-LMC-T2CEP-204	BLHer	04:08:14.91	-71:20:18.5	17.628	18.351	0.723	1.9271756	0.0000022	7000.15494	0.776	0.428	4.903	0.263	2.678	-99.99	-99.99	MBR145.28.1231	-99.99	
OGLE-LMC-T2CEP-205	BLHer	04:16:05.09	-64:09:12.6	17.236	17.971	0.735	1.9909678	0.0000124	7001.86428	0.394	0.153	5.425	0.085	3.075	-99.99	-99.99	LMC620.11.859	-99.99	
OGLE-LMC-T2CEP-206	BLHer	04:22:26.29	-67:55:06.5	18.068	18.653	0.585	1.2822716	0.0000023	7000.95843	0.562	0.217	4.555	0.088	4.890	-99.99	-99.99	LMC547.25.213	-99.99	
OGLE-LMC-T2CEP-207	RVTau	04:33:17.75	-68:53:21.1	17.229	18.240	1.011	39.5265822	0.0138893	7000.77946	0.515	0.247	5.987	0.084	5.154	-99.99	-99.99	LMC539.16.129	-99.99	faint RV Tau star, RVb star (P_long = 850 d)
OGLE-LMC-T2CEP-208	pWVir	04:37:31.72	-71:36:36.9	15.315	16.111	0.796	8.5564792	0.0000352	7005.29980	0.731	0.365	5.340	0.196	4.068	-99.99	-99.99	LMC537.03.5002	-99.99	
OGLE-LMC-T2CEP-209	BLHer	04:38:49.70	-73:10:35.4	17.816	18.646	0.830	2.1054714	0.0000035	7002.08341	0.421	0.151	5.508	0.092	3.267	-99.99	-99.99	LMC528.16.239	-99.99	
OGLE-LMC-T2CEP-210	WVir	04:41:54.44	-70:56:39.0	16.653	17.705	1.052	8.9917562	0.0002498	7007.97892	0.112	0.104	1.338	0.004	-99.99	-99.99	-99.99	LMC537.18.6767	-99.99	
OGLE-LMC-T2CEP-211	pWVir	04:46:27.44	-70:59:16.7	16.104	16.984	0.880	9.3932320	0.0000856	7005.89688	0.456	0.264	5.662	0.060	4.781	-99.99	-99.99	LMC530.06.8280	-99.99	type II Cepheid in an eclipsing binary system (P_orb = 242.220 d)
OGLE-LMC-T2CEP-212	BLHer	04:46:33.09	-72:20:44.4	17.685	18.380	0.695	1.8247473	0.0000024	7001.11795	0.529	0.270	4.961	0.197	2.306	-99.99	-99.99	LMC529.05.270	-99.99	
OGLE-LMC-T2CEP-213	BLHer	04:48:05.29	-72:32:28.9	18.067	18.734	0.667	1.4956963	0.0000033	7000.28396	0.535	0.267	4.770	0.113	0.568	-99.99	-99.99	LMC528.29.548	-99.99	
OGLE-LMC-T2CEP-214	BLHer	04:49:53.29	-64:04:05.8	18.009	-99.99	-99.99	1.2069662	0.0000167	7000.81217	0.547	0.175	4.676	0.115	4.107	-99.99	-99.99	LMC586.10.297D	-99.99	
OGLE-LMC-T2CEP-215	BLHer	04:51:17.07	-63:59:08.0	17.809	18.417	0.608	1.3608379	0.0000020	7000.86884	0.561	0.188	4.594	0.152	4.763	-99.99	-99.99	LMC586.09.105	-99.99	
OGLE-LMC-T2CEP-216	WVir	04:56:00.88	-74:55:43.5	15.979	16.930	0.951	15.9754260	0.0025292	7003.55581	0.777	0.081	1.340	0.078	2.983	-99.99	-99.99	LMC636.15.3802	-99.99	
OGLE-LMC-T2CEP-217	WVir	04:56:52.30	-66:17:00.8	16.114	16.977	0.863	10.1285311	0.0002165	7009.11173	0.173	0.137	1.590	0.039	1.718	-99.99	-99.99	LMC533.28.11373	-99.99	
OGLE-LMC-T2CEP-218	BLHer	04:56:53.74	-63:32:38.3	17.777	18.379	0.602	1.5709513	0.0000034	7001.52153	0.479	0.242	4.825	0.127	1.039	-99.99	-99.99	LMC583.05.1984	-99.99	
OGLE-LMC-T2CEP-219	pWVir	04:59:45.70	-66:10:59.1	15.703	16.598	0.895	10.3382895	0.0002234	7004.19145	0.274	0.175	4.557	0.052	3.732	-99.99	-99.99	LMC534.02.115	LMV1808 HV12497	secondary period 95.97 d
OGLE-LMC-T2CEP-220	WVir	04:59:49.34	-74:37:19.5	16.359	17.335	0.976	9.3950861	0.0008633	7000.56906	0.184	0.126	1.084	0.000	-99.99	-99.99	-99.99	LMC636.22.4372	-99.99	
OGLE-LMC-T2CEP-221	pWVir	05:01:22.15	-74:40:12.9	16.247	17.147	0.900	7.7072093	0.0004788	7006.63498	0.499	0.144	4.565	0.052	2.569	-99.99	-99.99	LMC636.21.4428	-99.99	
OGLE-LMC-T2CEP-222	BLHer	05:04:27.37	-71:37:55.2	17.208	17.878	0.670	3.0209335	0.0000038	7002.64422	0.603	0.353	5.260	0.187	4.019	-99.99	-99.99	LMC508.04.362	-99.99	
OGLE-LMC-T2CEP-223	RVTau	05:04:35.84	-72:39:36.4	14.917	15.883	0.966	33.9793603	0.0049994	7020.52965	0.899	0.183	5.868	0.064	5.843	-99.99	-99.99	LMC507.11.29	-99.99	
OGLE-LMC-T2CEP-224	pWVir	05:05:43.61	-69:05:47.3	16.105	16.693	0.588	6.3400107	0.0001001	7002.46138	0.232	0.128	5.428	0.023	4.311	LMC_SC13_74219	LMC119.5.40727	LMC510.04.57926	-99.99	type II Cepheid in an eclipsing binary system (P_orb = 84.230 d)
OGLE-LMC-T2CEP-225	RVTau	05:06:23.29	-71:22:52.1	14.996	15.890	0.894	26.8178622	0.0016614	7010.74297	0.807	0.251	5.894	0.087	4.687	-99.99	-99.99	LMC508.11.58	-99.99	
OGLE-LMC-T2CEP-226	WVir	05:06:43.42	-72:50:21.5	15.720	16.567	0.847	13.3958778	0.0002441	7003.68922	0.923	0.413	5.738	0.038	3.079	-99.99	-99.99	LMC507.02.7041	-99.99	
OGLE-LMC-T2CEP-227	WVir	05:08:15.20	-72:32:41.5	15.951	16.959	1.008	14.8711379	0.0005949	7006.44976	0.709	0.107	1.275	0.101	2.372	-99.99	-99.99	LMC507.10.91	-99.99	
